	0	1	2	3	4
1183	A599	B478			
1184	A600	B479			
1185	A601	B480			
1186	A602	D198			
1187	C77	B481			
1188	A603	D199			
1189	A604	B482			
1190	A605	D200			
1191	A606	B483			
1192	A607	B484			
1193	A608	B485			
1194	C78	D201			
1195	A609	B486			
1196	A610	B487			
1197	A612	B489			
1198	A613	B490			
1199	A614	B491			
1200	A615	D202			
1201	A616	B492			
1202	A617	B493			
1203	A618	D203			
1204	A619	B494			
1205	A620	B495			
1206	A621	D204			
1207	A622	B496			
1208	A623	B497			
1209	C79	D205			
1210	A624	B498			
1211	A625	D206			
1212	A626	B499			
1213	A627	B500			
1214	A629	B502			
1215	A630	D207			
1216	A631	B503			
1217	A632	D208			
1218	A633	B504			
1219	C80	D209			
1220	A634	B505			
1221	A635	B506			
1222	A636	B507			
1223	A637	B508			
1224	A638	B509			
1225	A639	B510			
1226	A640	B511			
1227	A641	B512			
1228	A642	B513			
1229	A643	D210			
1230	A644	B514			
1231	A645	B515			
1232	A646	B516			
1233	A647	B517			
1234	A648	B518			
1235	A649	B519			
1236	A651	B520			
1237	A652	B521			
1238	A653	B522			
1239	A654	D212			
1240	A655	B523			
1241	A656	B524			
1242	A657	D213			
1243	A658	B525			
1244	A659	B526			
1245	A660	D214			
1246	A661	D215			
1247	C81	D216			
1248	A662	D217			
1249	A663	B527			
1250	C82	D218			
1251	A664	B528			
1252	A665	B529			
1253	C83	D219			
1254	A666	B530			
1255	A667	B531			
1256	A668	B532			
1257	A669	B533			
1258	A670	B534			
1259	A671	D220			
1260	A672	B535			
1261	A673	D221			
1262	C84	D222			
1263	A674	B536			
1264	A675	D223			
1265	A676	B537			
1266	A677	D224			
1267	A678	B538			
1268	A679	B539			
1269	A680	B540			
1270	A681	D225			
1271	A682	B541			
1272	A683	B542			
1273	A684	B543			
1274	A685	D226			
1275	A686	B544			
1276	A687	D227			
1277	A688	D228			
1278	A689	B545			
1279	C85	B546			
1280	A690	D229			
1281	A691	D230			
1282	A692	B547			
1283	A693	B548			
1284	C86	D231			
1285	A694	D232			
1286	A695	B549			
1287	A696	D233			
1288	A697	B550			
1289	A698	B551			
1290	C87	D234			
1291	A699	B552			
1292	A700	B553			
1293	A701	B554			
1294	A702	B555			
1295	A703	B556			
1296	A704	B557			
1297	A705	B558			
1298	A706	B559			
1299	A707	B560			
1300	A708	B561			
1301	A709	B562			
1302	C88	D235			
1303	A710	B563			
1304	C89	D236			
1305	A711	B564			
1306	A712	D237			
1307	A713	B565			
1308	A714	B566			
1309	A715	B567			
1310	A716	B568			
1311	A717	B569			
1312	A718	D238			
1313	A719	B570			
1314	A720	B571			
1315	A721	D239			
1316	A722	D240			
1317	A723	D241			
1318	A724	D242			
1319	A725	D243			
1320	C90	B572			
1321	A726	B573			
1322	A728	D244			
1323	A729	D245			
1324	A731	D246			
1325	A732	B576			
1326	A733	B577			
1327	A734	B578			
1328	A735	D247			
1329	C91	D248			
1330	A736	B579			
1331	A737	D249			
1332	A738	B580			
1333	A739	B581			
1334	A740	D250			
1335	A741	B582			
1336	A742	B583			
1337	A743	B584			
1338	A744	B585			
1339	C92	D251			
1340	A745	B586			
1341	A746	B587			
1342	A747	B588			
1343	A748	B589			
1344	A749	B590			
1345	A750	D252			
1346	A751	B591			
1347	A752	B592			
1348	A753	B593			
1349	A755	B595			
1350	A756	B596			
1351	A757	B597			
1352	A758	D253			
1353	A759	B598			
1354	A760	B599			
1355	A761	D254			
1356	C93	D255			
1357	A762	B600			
1358	A763	B601			
1359	A764	B602			
1360	A766	D256			
1361	C94	D257			
1362	A767	D258			
1363	A768	B604			
1364	C95	D259			
1365	C96	D260			
1366	C97	B605			
1367	A769	B606			
1368	A770	D261			
1369	A771	B607			
1370	A772	B608			
1371	A773	B609			
1372	A774	D262			
1373	A775	B610			
1374	C98	B611			
1375	A776	B612			
1376	A777	B613			
1377	A778	B614			
1378	A779	B615			
1379	A780	B616			
1380	A781	B617			
1381	A782	B618			
1382	A783	B619			
1383	A784	B620			
1384	A785	B621			
1385	A786	B622			
1386	A787	B623			
1387	A788	B624			
1388	A789	B625			
1389	A790	B626			
1390	A791	B627			
1391	A792	B628			
1392	A793	B629			
1393	C99	D263			
1394	A794	B630			
1395	A795	B631			
1396	A796	B632			
1397	A797	B633			
1398	A798	D264			
1399	A799	B634			
1400	A800	B635			
1401	A801	B636			
1402	A802	B637			
1403	A803	D265			
1404	A804	B638			
1405	A805	B639			
1406	A806	B640			
1407	A807	D266			
1408	A808	B641			
1409	A809	D267			
1410	A810	B642			
1411	A811	B643			
1412	A812	B644			
1413	C100	D268			
1414	A813	D269			
1415	A814	D270			
1416	A815	B645			
1417	A816	B646			
1418	A817	B647			
1419	A818	B648			
1420	A819	B649			
1421	A820	B650			
1422	A821	B651			
1423	A822	B652			
1424	A823	B653			
1425	A824	B654			
1426	A825	D271			
1427	A826	B655			
1428	A827	B656			
1429	A828	B657			
1430	A829	D272			
1431	A830	D273			
1432	A831	D274			
1433	A832	D275			
1434	A833	B658			
1435	A834	B659			
1436	A835	B660			
1437	A836	B661			
1438	C101	D276			
1439	A837	D277			
1440	A838	B662			
1441	A839	B663			
1442	A840	B664			
1443	A841	B665			
1444	A842	D278			
1445	A843	D279			
1446	A844	B666			
1447	A845	B667			
1448	A846	B668			
1449	C102	D280			
1450	A847	B669			
1451	C103	D281			
1452	A848	B670			
1453	A849	D282			
1454	A850	B671			
1455	A851	B672			
1456	A852	D283			
1457	A853	B673			
1458	A854	B674			
1459	A855	D284			
1460	A856	D285			
1461	A857	D286			
1462	A858	B675			
1463	A859	B676			
1464	A860	B677			
1465	A861	B678			
1466	A862	B679			
1467	A863	D287			
1468	A864	B680			
1469	A865	B681			
1470	A866	D288			
1471	A867	D289			
1472	A868	B682			
1473	C104	D290			
1474	C105	D291			
1475	A869	B683			
1476	A870	B684			
1477	C106	D292			
1478	A871	D293			
1479	A872	D294			
1480	A873	D295			
1481	A874	B685			
1482	A875	B686			
1483	A876	B687			
1484	C107	B688			
1485	A877	B689			
1486	A878	B690			
1487	A879	B691			
1488	A880	B692			
1489	A881	D296			
1490	A882	B693			
1491	A883	B694			
1492	A884	D297			
1493	A885	B695			
1494	A886	B696			
1495	A887	B697			
1496	C108	D298			
1497	A888	B698			
1498	A889	D299			
1499	A890	B699			
1500	A891	D300			
1501	A892	D301			
1502	A893	B700			
1503	A894	B701			
1504	A895	B702			
1505	C109	D302			
1506	A896	B703			
1507	A897	D303			
1508	A898	B704			
1509	A899	B705			
1510	A900	B706			
1511	A901	B707			
1512	A902	B708			
1513	A903	B709			
1514	A904	D304			
1515	C110	D305			
1516	A905	B710			
1517	A906	B711			
1518	A907	B712			
1519	A908	B713			
1520	A909	B714			
1521	A910	B715			
1522	A911	B716			
1523	A912	B717			
1524	A913	B718			
1525	A914	B719			
1526	A915	B720			
1527	A916	D306			
1528	A917	B721			
1529	A918	B722			
1530	C111	D307			
1531	A919	B723			
1532	A920	B724			
1533	A921	D308			
1534	A922	D309			
1535	A923	B725			
1536	A924	D310			
1537	C112	D311			
1538	A925	D312			
1539	A926	D313			
1540	A927	B726			
1541	C113	D314			
1542	C114	D315			
1543	A928	B727			
1544	A929	B728			
1545	A930	B729			
1546	A931	B730			
1547	A932	B731			
1548	A933	B732			
1549	A934	B733			
1550	C115	D316			
1551	A935	B734			
1552	A936	B735			
1553	A937	B736			
1554	A938	B737			
1555	A939	B738			
1556	A940	B739			
1557	A941	B740			
1558	A942	D317			
1559	A943	B741			
1560	A944	B742			
1561	A945	B743			
1562	A946	B744			
1563	A947	B745			
1564	A948	B746			
1565	A949	B747			
1566	A950	B748			
1567	A951	B749			
1568	A952	B750			
1569	A953	B751			
1570	A954	B752			
1571	A955	B753			
1572	A956	D318			
1573	A958	B755			
1574	A960	D319			
1575	A961	D320			
1576	A962	B757			
1577	C116	D321			
1578	A963	B758			
1579	A964	B759			
1580	A965	B760			
1581	A966	B761			
1582	A967	D322			
1583	C117	D323			
1584	A968	B762			
1585	C118	D324			
1586	A969	D325			
1587	A970	B763			
1588	A971	B764			
1589	A972	B765			
1590	A973	B766			
1591	A974	B767			
1592	A975	B768			
1593	A976	B769			
1594	A977	B770			
1595	A978	B771			
1596	A979	D326			
1597	A980	B772			
1598	A981	B773			
1599	A982	B774			
1600	A983	B775			
1601	C119	D327			
1602	A984	B776			
1603	A985	D328			
1604	C120	D329			
1605	A987	B778			
1606	A988	B779			
1607	A989	D330			
1608	A990	B780			
1609	A991	B781			
1610	C121	D331			
1611	A992	D332			
1612	A993	B782			
1613	A994	B783			
1614	A996	B785			
1615	A997	D333			
1616	A998	B786			
1617	C122	D334			
1618	A999	B787			
1619	A1000	B788			
1620	A1001	B789			
1621	C123	D335			
1622	A1002	B790			
1623	A1003	B791			
1624	A1004	B792			
1625	A1005	D336			
1626	C124	B793			
1627	A1006	B794			
1628	A1007	D337			
1629	A1008	B795			
1630	C125	D338			
1631	A1009	B796			
1632	A1010	D339			
1633	A1011	B797			
1634	A1012	B798			
1635	A1013	B799			
1636	A1014	B800			
1637	C126	D340			
1638	A1015	B801			
1639	A1017	D341			
1640	A1018	D342			
1641	A1019	D343			
1642	A1020	B803			
1643	A1021	D344			
1644	C127	D345			
1645	A1022	B804			
1646	A1023	B805			
1647	A1024	B806			
1648	A1025	D346			
1649	A1026	B807			
1650	A1027	B808			
1651	A1028	B809			
1652	A1029	B810			
1653	A1030	B811			
1654	A1031	B812			
1655	A1032	B813			
1656	A1033	B814			
1657	C128	D347			
1658	A1034	B815			
1659	A1035	D348			
1660	A1036	B816			
1661	A1037	B817			
1662	A1038	B818			
1663	A1039	B819			
1664	A1040	B820			
1665	A1041	B821			
1666	A1042	B822			
1667	A1043	B823			
1668	A1044	B824			
1669	A1045	D349			
1670	A1046	B825			
1671	C129	D350			
1672	A1047	B826			
1673	A1048	B827			
1674	A1049	B828			
1675	A1050	B829			
1676	A1051	D351			
1677	A1052	D352			
1678	A1053	B830			
1679	A1054	B831			
1680	A1056	B833			
1681	A1057	B834			
1682	A1058	B835			
1683	A1059	B836			
1684	A1060	B837			
1685	A1061	B838			
1686	A1062	B839			
1687	A1063	D353			
1688	C130	B840			
1689	A1064	D354			
1690	A1065	B841			
1691	A1066	B842			
1692	A1067	B843			
1693	A1068	B844			
1694	A1069	B845			
1695	A1070	B846			
1696	A1071	B847			
1697	A1072	D355			
1698	A1073	B848			
1699	A1074	B849			
1700	A1075	B850			
1701	A1076	B851			
1702	A1077	B852			
1703	A1078	D356			
1704	A1079	B853			
1705	A1080	D357			
1706	A1081	B854			
1707	A1082	B855			
1708	A1084	B857			
1709	C131	D358			
1710	A1085	B858			
1711	A1086	B859			
1712	A1087	B860			
1713	A1088	B861			
1714	A1089	B862			
1715	A1090	B863			
1716	A1091	B864			
1717	A1092	D359			
1718	A1093	B865			
1719	A1094	B866			
1720	A1095	B867			
1721	A1096	B868			
1722	A1097	B869			
1723	A1098	B870			
1724	A1099	B871			
1725	A1100	B872			
1726	C132	D360			
1727	A1101	B873			
1728	A1102	D361			
1729	A1103	D362			
1730	A1104	D363			
1731	C133	D364			
1732	A1105	B874			
1733	A1106	D365			
1734	A1107	B875			
1735	A1108	B876			
1736	A1109	B877			
1737	A1110	B878			
1738	A1111	D366			
1739	A1112	D367			
1740	A1113	B879			
1741	A1114	B880			
1742	A1115	D368			
1743	A1116	B881			
1744	A1117	D369			
1745	C134	D370			
1746	A1118	D371			
1747	A1119	D372			
1748	A1120	B882			
1749	A1121	B883			
1750	C135	D373			
1751	C136	D374			
1752	A1122	B884			
1753	A1123	B885			
1754	A1124	B886			
1755	A1125	B887			
1756	A1126	D375			
1757	A1127	D376			
1758	A1128	B888			
1759	A1129	B889			
1760	A1130	B890			
1761	A1131	B891			
1762	A1132	D377			
1763	A1133	B892			
1764	A1134	D378			
1765	A1135	D379			
1766	C137	D380			
1767	A1136	B893			
1768	A1137	D381			
1769	C138	D382			
1770	A1139	D383			
1771	A1140	B895			
1772	C139	D384			
1773	A1141	D385			
1774	A1142	D386			
1775	A1143	B896			
1776	A1144	B897			
1777	A1145	D387			
1778	A1146	B898			
1779	A1147	D389			
1780	A1149	B899			
1781	A1150	B900			
1782	C141	D391			
1783	A1151	B901			
1784	A1152	B902			
1785	A1153	B903			
1786	A1154	B904			
1787	A1155	B905			
1788	C142	D392			
1789	A1156	B906			
1790	A1157	B907			
1791	A1158	D393			
1792	A1159	B908			
1793	A1161	B910			
1794	A1162	B911			
1795	C143	D394			
1796	A1163	B912			
1797	C144	D395			
1798	C145	D396			
1799	C146	D397			
1800	A1164	B913			
1801	A1165	B914			
1802	A1166	B915			
1803	A1167	D398			
1804	A1168	B916			
1805	A1169	B917			
1806	C147	D399			
1807	A1170	D400			
1808	A1171	B918			
1809	A1172	B919			
1810	A1173	B920			
1811	A1174	B921			
1812	A1175	B922			
1813	A1176	D401			
1814	A1177	B923			
1815	A1178	B924			
1816	A1179	B925			
1817	A1180	D402			
1818	A1181	B926			
1819	A1182	B927			
1820	A1183	B928			
1821	C148	D403			
1822	A1184	B929			
1823	A1185	D404			
1824	C149	D405			
1825	A1186	D406			
1826	A1187	B930			
1827	A1188	D407			
1828	A1189	D408			
1829	A1190	B931			
1830	C150	D409			
1831	C151	D410			
1832	A1191	B932			
1833	A1194	D412			
1834	A1195	B934			
1835	A1196	B935			
1836	A1197	D413			
1837	A1198	B936			
1838	A1199	B937			
1839	A1200	B938			
1840	A1201	B939			
1841	A1202	B940			
1842	A1203	D414			
1843	C152	D415			
1844	A1204	D416			
1845	A1205	B941			
1846	A1206	B942			
1847	A1207	B943			
1848	A1208	B944			
1849	A1209	B945			
1850	A1210	B946			
1851	C153	D417			
1852	A1211	B947			
1853	A1212	B948			
1854	A1213	B949			
1855	A1214	B950			
1856	A1215	B951			
1857	A1216	B952			
1858	A1217	B953			
1859	A1218	D418			
1860	A1219	B954			
1861	A1220	D419			
1862	A1221	D420			
1863	A1222	B955			
1864	A1223	B956			
1865	A1224	B957			
1866	A1225	B958			
1867	A1226	B959			
1868	A1227	B960			
1869	A1228	B961			
1870	A1229	B962			
1871	A1231	B964			
1872	A1232	B965			
1873	A1233	B966			
1874	A1234	B967			
1875	A1235	B968			
1876	A1236	D421			
1877	A1237	B969			
1878	A1238	B970			
1879	A1239	B971			
1880	C155	D423			
1881	C156	D424			
1882	A1240	B972			
1883	A1241	D425			
1884	A1242	B973			
1885	A1243	B974			
1886	A1244	D426			
1887	A1245	B975			
1888	A1246	D427			
1889	A1247	B976			
1890	A1248	B977			
1891	A1249	B978			
1892	A1250	B979			
1893	A1251	D428			
1894	C157	D429			
1895	A1252	B980			
1896	A1253	B981			
1897	A1254	B982			
1898	A1255	B983			
1899	A1256	B984			
1900	A1257	B985			
1901	A1258	D430			
1902	A1259	B986			
1903	A1260	B987			
1904	A1261	D431			
1905	A1262	B988			
1906	A1263	B989			
1907	A1264	B990			
1908	A1265	D432			
1909	A1266	B991			
1910	A1267	B992			
1911	A1268	B993			
1912	A1269	B994			
1913	A1270	D433			
1914	A1271	D434			
1915	A1272	B995			
1916	A1273	D435			
1917	A1274	B996			
1918	A1276	B998			
1919	A1277	D436			
1920	A1278	B999			
1921	A1279	B1000			
1922	C158	D437			
1923	A1280	B1001			
1924	A1281	B1002			
1925	C159	D438			
1926	A1282	B1003			
1927	A1283	D439			
1928	A1284	D440			
1929	A1285	B1004			
1930	A1286	D441			
1931	A1287	B1005			
1932	A1288	D442			
1933	C160	D443			
1934	A1289	B1006			
1935	A1290	B1007			
1936	A1291	B1008			
1937	A1292	B1009			
1938	A1293	D444			
1939	A1294	B1010			
1940	A1295	B1011			
1941	A1296	D445			
1942	C161	D446			
1943	A1297	B1012			
1944	A1298	B1013			
1945	A1299	B1014			
1946	C162	D447			
1947	A1300	B1015			
1948	A1301	B1016			
1949	A1302	D448			
1950	A1303	B1017			
1951	A1304	D449			
1952	A1305	B1018			
1953	A1306	B1019			
1954	C163	B1020			
1955	A1307	B1021			
1956	A1308	B1022			
1957	A1310	B1024			
1958	A1311	B1025			
1959	A1312	B1026			
1960	A1313	D450			
1961	C164	D451			
1962	C165	B1027			
1963	C166	D452			
1964	A1314	D453			
1965	C167	D454			
1966	A1315	B1028			
1967	A1316	B1029			
1968	A1317	B1030			
1969	A1318	B1031			
1970	A1319	B1032			
1971	C168	D455			
1972	A1321	B1034			
1973	A1322	B1035			
1974	A1323	B1036			
1975	A1324	B1037			
1976	A1325	B1038			
1977	A1326	D456			
1978	A1328	B1040			
1979	A1329	B1041			
1980	C169	D457			
1981	A1330	B1042			
1982	C170	D458			
1983	C171	D459			
1984	A1331	B1043			
1985	A1332	B1044			
1986	A1333	B1045			
1987	A1334	B1046			
1988	A1335	D460			
1989	A1336	B1047			
1990	C172	D461			
1991	A1337	B1048			
1992	C173	D462			
1993	A1338	B1049			
1994	A1339	B1050			
1995	A1340	B1051			
1996	C174	D463			
1997	A1341	B1052			
1998	A1342	B1053			
1999	A1343	B1054			
2000	A1344	D464			
2001	C175	D465			
2002	A1345	B1055			
2003	A1346	B1056			
2004	A1347	B1057			
2005	A1348	D466			
2006	C176	B1058			
2007	C177	D467			
2008	A1349	B1059			
2009	A1350	B1060			
2010	A1351	B1061			
2011	A1352	D468			
2012	A1353	B1062			
2013	A1354	D469			
2014	C178	D470			
2015	A1355	D471			
2016	C179	B1063			
2017	A1356	B1064			
2018	A1357	B1065			
2019	C180	D472			
2020	A1358	B1066			
2021	A1359	B1067			
2022	A1360	D473			
2023	A1361	D474			
2024	A1362	D475			
2025	A1363	B1068			
2026	A1364	B1069			
2027	A1365	B1070			
2028	A1366	B1071			
2029	A1367	D476			
2030	A1368	D477			
2031	A1369	D478			
2032	A1370	B1072			
2033	C181	D479			
2034	A1371	B1073			
2035	C182	D480			
2036	C183	D481			
2037	A1372	B1074			
2038	C184	D482			
2039	A1373	B1075			
2040	A1374	B1076			
2041	A1375	B1077			
2042	A1376	B1078			
2043	C185	D483			
2044	A1377	B1079			
2045	A1378	B1080			
2046	A1379	B1081			
2047	A1380	B1082			
2048	A1381	D484			
2049	A1382	B1083			
2050	A1383	B1084			
2051	A1384	B1085			
2052	A1385	B1086			
2053	A1386	B1087			
2054	A1387	B1088			
2055	A1388	D485			
2056	A1389	B1089			
2057	A1390	B1090			
2058	A1391	B1091			
2059	A1392	B1092			
2060	A1393	D486			
2061	A1394	B1093			
2062	A1395	D487			
2063	A1396	B1094			
2064	A1397	B1095			
2065	A1399	B1097			
2066	C186	D488			
2067	A1400	D489			
2068	A1401	B1098			
2069	A1402	B1099			
2070	C187	B1100			
2071	C188	D490			
2072	A1403	B1101			
2073	C189	B1102			
2074	A1404	D491			
2075	A1405	B1103			
2076	A1406	D492			
2077	A1407	B1104			
2078	A1408	B1105			
2079	A1409	D493			
2080	A1410	B1106			
2081	A1411	B1107			
2082	A1412	B1108			
2083	A1413	D494			
2084	A1414	B1109			
2085	A1415	B1110			
2086	A1416	D495			
2087	A1417	B1111			
2088	A1418	B1112			
2089	A1419	B1113			
2090	A1420	D496			
2091	A1421	B1114			
2092	A1422	B1115			
2093	A1423	B1116			
2094	A1424	B1117			
2095	A1425	B1118			
2096	A1426	B1119			
2097	A1427	D497			
2098	C190	D498			
2099	A1428	D499			
2100	A1429	B1120			
2101	A1430	B1121			
2102	A1431	B1122			
2103	C191	D500			
2104	A1432	D501			
2105	A1433	D502			
2106	A1434	B1123			
2107	A1435	B1124			
2108	A1436	D503			
2109	A1437	B1125			
2110	A1438	B1126			
2111	C192	D504			
2112	A1439	D505			
2113	A1440	B1127			
2114	A1441	D506			
2115	C193	B1128			
2116	C194	D507			
2117	A1442	D508			
2118	A1443	B1129			
2119	A1444	B1130			
2120	A1445	B1131			
2121	A1446	B1132			
2122	C195	D509			
2123	A1447	B1133			
2124	C196	D510			
2125	A1449	B1135			
2126	C197	D511			
2127	A1450	B1136			
2128	A1451	D512			
2129	A1452	D513			
2130	A1453	D514			
2131	A1454	B1137			
2132	A1455	D515			
2133	C198	D516			
2134	A1456	D517			
2135	A1457	B1138			
2136	A1458	B1139			
2137	A1459	D518			
2138	A1460	B1140			
2139	A1461	B1141			
2140	A1462	B1142			
2141	A1463	B1143			
2142	A1464	B1144			
2143	A1465	B1145			
2144	C199	D519			
2145	A1466	B1146			
2146	A1467	B1147			
2147	A1468	B1148			
2148	A1469	B1149			
2149	A1470	D520			
2150	C200	D521			
2151	A1471	B1150			
2152	C201	D522			
2153	A1472	B1151			
2154	A1473	B1152			
2155	A1474	B1153			
2156	A1475	B1154			
2157	A1476	B1155			
2158	A1477	B1156			
2159	A1478	D523			
2160	A1479	B1157			
2161	A1480	B1158			
2162	A1481	D524			
2163	A1482	B1159			
2164	A1483	B1160			
2165	C202	D525			
2166	A1484	D526			
2167	A1485	B1161			
2168	A1486	B1162			
2169	A1487	B1163			
2170	A1488	B1164			
2171	A1489	B1165			
2172	A1490	B1166			
2173	A1491	B1167			
2174	A1492	B1168			
2175	C203	D527			
